month,country,topic,typical_name_gender,share_of_messages
2025-08-01,TH,Seeking information,feminine,0.413
2025-08-01,TH,Seeking information,masculine,0.587
2025-08-01,TH,Writing,feminine,0.497
2025-08-01,TH,Writing,masculine,0.503
2025-08-01,TN,Practical Guidance,feminine,0.466
2025-08-01,TN,Practical Guidance,masculine,0.534
2025-08-01,TR,Multimedia,feminine,0.462
2025-08-01,TR,Multimedia,masculine,0.538
2025-08-01,TR,Other/Unknown,feminine,0.548
2025-08-01,TR,Other/Unknown,masculine,0.452
2025-08-01,TR,Practical Guidance,feminine,0.519
2025-08-01,TR,Practical Guidance,masculine,0.481
2025-08-01,TR,Seeking information,feminine,0.433
2025-08-01,TR,Seeking information,masculine,0.567
2025-08-01,TR,Self-expression,feminine,0.630
2025-08-01,TR,Self-expression,masculine,0.370
2025-08-01,TR,Technical help,feminine,0.292
2025-08-01,TR,Technical help,masculine,0.708
2025-08-01,TR,Writing,feminine,0.516
2025-08-01,TR,Writing,masculine,0.484
2025-08-01,TW,Practical Guidance,feminine,0.524
2025-08-01,TW,Practical Guidance,masculine,0.476
2025-08-01,TW,Seeking information,feminine,0.411
2025-08-01,TW,Seeking information,masculine,0.589
2025-08-01,TW,Writing,feminine,0.522
2025-08-01,TW,Writing,masculine,0.478
2025-08-01,UA,Practical Guidance,feminine,0.566
2025-08-01,UA,Practical Guidance,masculine,0.434
2025-08-01,UA,Seeking information,feminine,0.417
2025-08-01,UA,Seeking information,masculine,0.583
2025-08-01,UA,Self-expression,feminine,0.670
2025-08-01,UA,Self-expression,masculine,0.330
2025-08-01,UA,Writing,feminine,0.624
2025-08-01,UA,Writing,masculine,0.376
2025-08-01,US,Multimedia,feminine,0.459
2025-08-01,US,Multimedia,masculine,0.541
2025-08-01,US,Other/Unknown,feminine,0.447
2025-08-01,US,Other/Unknown,masculine,0.553
2025-08-01,US,Practical Guidance,feminine,0.491
2025-08-01,US,Practical Guidance,masculine,0.509
2025-08-01,US,Seeking information,feminine,0.432
2025-08-01,US,Seeking information,masculine,0.568
2025-08-01,US,Self-expression,feminine,0.568
2025-08-01,US,Self-expression,masculine,0.432
2025-08-01,US,Technical help,feminine,0.324
2025-08-01,US,Technical help,masculine,0.676
2025-08-01,US,Writing,feminine,0.569
2025-08-01,US,Writing,masculine,0.431
2025-08-01,UZ,Practical Guidance,feminine,0.494
2025-08-01,UZ,Practical Guidance,masculine,0.506
2025-08-01,UZ,Writing,feminine,0.604
2025-08-01,UZ,Writing,masculine,0.396
2025-08-01,VN,Practical Guidance,feminine,0.530
2025-08-01,VN,Practical Guidance,masculine,0.470
2025-08-01,VN,Seeking information,feminine,0.411
2025-08-01,VN,Seeking information,masculine,0.589
2025-08-01,VN,Self-expression,feminine,0.563
2025-08-01,VN,Self-expression,masculine,0.437
2025-08-01,VN,Writing,feminine,0.542
2025-08-01,VN,Writing,masculine,0.458
2025-08-01,ZA,Practical Guidance,feminine,0.579
2025-08-01,ZA,Practical Guidance,masculine,0.421
2025-08-01,ZA,Seeking information,feminine,0.488
2025-08-01,ZA,Seeking information,masculine,0.512
2025-08-01,ZA,Writing,feminine,0.600
2025-08-01,ZA,Writing,masculine,0.400
2025-09-01,AE,Practical Guidance,feminine,0.531
2025-09-01,AE,Practical Guidance,masculine,0.469
2025-09-01,AE,Seeking information,feminine,0.420
2025-09-01,AE,Seeking information,masculine,0.580
2025-09-01,AE,Writing,feminine,0.492
2025-09-01,AE,Writing,masculine,0.508
2025-09-01,AR,Multimedia,feminine,0.574
2025-09-01,AR,Multimedia,masculine,0.426
2025-09-01,AR,Other/Unknown,feminine,0.601
2025-09-01,AR,Other/Unknown,masculine,0.399
2025-09-01,AR,Practical Guidance,feminine,0.561
2025-09-01,AR,Practical Guidance,masculine,0.439
2025-09-01,AR,Seeking information,feminine,0.472
2025-09-01,AR,Seeking information,masculine,0.528
2025-09-01,AR,Self-expression,feminine,0.711
2025-09-01,AR,Self-expression,masculine,0.289
2025-09-01,AR,Technical help,feminine,0.359
2025-09-01,AR,Technical help,masculine,0.641
2025-09-01,AR,Writing,feminine,0.619
2025-09-01,AR,Writing,masculine,0.381
2025-09-01,AT,Practical Guidance,feminine,0.509
2025-09-01,AT,Practical Guidance,masculine,0.491
2025-09-01,AT,Seeking information,feminine,0.472
2025-09-01,AT,Seeking information,masculine,0.528
2025-09-01,AT,Writing,feminine,0.571
2025-09-01,AT,Writing,masculine,0.429
2025-09-01,AU,Multimedia,feminine,0.562
2025-09-01,AU,Multimedia,masculine,0.438
2025-09-01,AU,Other/Unknown,feminine,0.476
2025-09-01,AU,Other/Unknown,masculine,0.524
2025-09-01,AU,Practical Guidance,feminine,0.508
2025-09-01,AU,Practical Guidance,masculine,0.492
2025-09-01,AU,Seeking information,feminine,0.479
2025-09-01,AU,Seeking information,masculine,0.521
2025-09-01,AU,Self-expression,feminine,0.572
2025-09-01,AU,Self-expression,masculine,0.428
2025-09-01,AU,Technical help,feminine,0.334
2025-09-01,AU,Technical help,masculine,0.666
2025-09-01,AU,Writing,feminine,0.586
2025-09-01,AU,Writing,masculine,0.414
2025-09-01,AZ,Practical Guidance,feminine,0.557
2025-09-01,AZ,Practical Guidance,masculine,0.443
2025-09-01,AZ,Seeking information,feminine,0.480
2025-09-01,AZ,Seeking information,masculine,0.520
2025-09-01,AZ,Self-expression,feminine,0.540
2025-09-01,AZ,Self-expression,masculine,0.460
2025-09-01,AZ,Writing,feminine,0.564
2025-09-01,AZ,Writing,masculine,0.436
2025-09-01,BD,Multimedia,feminine,0.248
2025-09-01,BD,Multimedia,masculine,0.752
2025-09-01,BD,Other/Unknown,feminine,0.404
2025-09-01,BD,Other/Unknown,masculine,0.596
2025-09-01,BD,Practical Guidance,feminine,0.409
2025-09-01,BD,Practical Guidance,masculine,0.591
2025-09-01,BD,Seeking information,feminine,0.299
2025-09-01,BD,Seeking information,masculine,0.701
2025-09-01,BD,Self-expression,feminine,0.488
2025-09-01,BD,Self-expression,masculine,0.512
2025-09-01,BD,Writing,feminine,0.342
2025-09-01,BD,Writing,masculine,0.658
2025-09-01,BE,Practical Guidance,feminine,0.518
2025-09-01,BE,Practical Guidance,masculine,0.482
2025-09-01,BE,Seeking information,feminine,0.462
2025-09-01,BE,Seeking information,masculine,0.538
2025-09-01,BE,Writing,feminine,0.577
2025-09-01,BE,Writing,masculine,0.423
2025-09-01,BG,Practical Guidance,feminine,0.389
2025-09-01,BG,Practical Guidance,masculine,0.611
2025-09-01,BG,Seeking information,feminine,0.381
2025-09-01,BG,Seeking information,masculine,0.619
2025-09-01,BO,Practical Guidance,feminine,0.533
2025-09-01,BO,Practical Guidance,masculine,0.467
2025-09-01,BO,Writing,feminine,0.563
2025-09-01,BO,Writing,masculine,0.437
2025-09-01,BR,Multimedia,feminine,0.591
2025-09-01,BR,Multimedia,masculine,0.409
2025-09-01,BR,Other/Unknown,feminine,0.626
2025-09-01,BR,Other/Unknown,masculine,0.374
2025-09-01,BR,Practical Guidance,feminine,0.578
2025-09-01,BR,Practical Guidance,masculine,0.422
2025-09-01,BR,Seeking information,feminine,0.492
2025-09-01,BR,Seeking information,masculine,0.508
2025-09-01,BR,Self-expression,feminine,0.684
2025-09-01,BR,Self-expression,masculine,0.316
2025-09-01,BR,Technical help,feminine,0.323
2025-09-01,BR,Technical help,masculine,0.677
2025-09-01,BR,Writing,feminine,0.646
2025-09-01,BR,Writing,masculine,0.354
2025-09-01,CA,Multimedia,feminine,0.435
2025-09-01,CA,Multimedia,masculine,0.565
2025-09-01,CA,Other/Unknown,feminine,0.468
2025-09-01,CA,Other/Unknown,masculine,0.532
2025-09-01,CA,Practical Guidance,feminine,0.513
2025-09-01,CA,Practical Guidance,masculine,0.487
2025-09-01,CA,Seeking information,feminine,0.458
2025-09-01,CA,Seeking information,masculine,0.542
2025-09-01,CA,Self-expression,feminine,0.546
2025-09-01,CA,Self-expression,masculine,0.454
2025-09-01,CA,Technical help,feminine,0.382
2025-09-01,CA,Technical help,masculine,0.618
2025-09-01,CA,Writing,feminine,0.618
2025-09-01,CA,Writing,masculine,0.382
2025-09-01,CH,Practical Guidance,feminine,0.498
2025-09-01,CH,Practical Guidance,masculine,0.502
2025-09-01,CH,Seeking information,feminine,0.402
2025-09-01,CH,Seeking information,masculine,0.598
2025-09-01,CH,Writing,feminine,0.545
2025-09-01,CH,Writing,masculine,0.455
2025-09-01,CL,Multimedia,feminine,0.526
2025-09-01,CL,Multimedia,masculine,0.474
2025-09-01,CL,Practical Guidance,feminine,0.483
2025-09-01,CL,Practical Guidance,masculine,0.517
2025-09-01,CL,Seeking information,feminine,0.474
2025-09-01,CL,Seeking information,masculine,0.526
2025-09-01,CL,Self-expression,feminine,0.592
2025-09-01,CL,Self-expression,masculine,0.408
2025-09-01,CL,Writing,feminine,0.572
2025-09-01,CL,Writing,masculine,0.428
2025-09-01,CO,Multimedia,feminine,0.594
2025-09-01,CO,Multimedia,masculine,0.406
2025-09-01,CO,Other/Unknown,feminine,0.541
2025-09-01,CO,Other/Unknown,masculine,0.459
2025-09-01,CO,Practical Guidance,feminine,0.590
2025-09-01,CO,Practical Guidance,masculine,0.410
2025-09-01,CO,Seeking information,feminine,0.519
2025-09-01,CO,Seeking information,masculine,0.481
2025-09-01,CO,Self-expression,feminine,0.688
2025-09-01,CO,Self-expression,masculine,0.312
2025-09-01,CO,Technical help,feminine,0.391
2025-09-01,CO,Technical help,masculine,0.609
2025-09-01,CO,Writing,feminine,0.609
2025-09-01,CO,Writing,masculine,0.391
2025-09-01,CR,Practical Guidance,feminine,0.523
2025-09-01,CR,Practical Guidance,masculine,0.477
2025-09-01,CZ,Practical Guidance,feminine,0.574
2025-09-01,CZ,Practical Guidance,masculine,0.426
2025-09-01,CZ,Seeking information,feminine,0.486
2025-09-01,CZ,Seeking information,masculine,0.514
2025-09-01,CZ,Self-expression,feminine,0.718
2025-09-01,CZ,Self-expression,masculine,0.282
2025-09-01,CZ,Writing,feminine,0.685
2025-09-01,CZ,Writing,masculine,0.315
2025-09-01,DE,Multimedia,feminine,0.486
2025-09-01,DE,Multimedia,masculine,0.514
2025-09-01,DE,Other/Unknown,feminine,0.482
2025-09-01,DE,Other/Unknown,masculine,0.518
2025-09-01,DE,Practical Guidance,feminine,0.511
2025-09-01,DE,Practical Guidance,masculine,0.489
2025-09-01,DE,Seeking information,feminine,0.449
2025-09-01,DE,Seeking information,masculine,0.551
2025-09-01,DE,Self-expression,feminine,0.633
2025-09-01,DE,Self-expression,masculine,0.367
2025-09-01,DE,Technical help,feminine,0.321
2025-09-01,DE,Technical help,masculine,0.679
2025-09-01,DE,Writing,feminine,0.546
2025-09-01,DE,Writing,masculine,0.454
2025-09-01,DK,Practical Guidance,feminine,0.419
2025-09-01,DK,Practical Guidance,masculine,0.581
2025-09-01,DK,Seeking information,feminine,0.439
2025-09-01,DK,Seeking information,masculine,0.561
2025-09-01,DK,Writing,feminine,0.555
2025-09-01,DK,Writing,masculine,0.445
2025-09-01,DO,Practical Guidance,feminine,0.634
2025-09-01,DO,Practical Guidance,masculine,0.366
2025-09-01,DO,Writing,feminine,0.640
2025-09-01,DO,Writing,masculine,0.360
2025-09-01,DZ,Practical Guidance,feminine,0.563
2025-09-01,DZ,Practical Guidance,masculine,0.437
2025-09-01,DZ,Seeking information,feminine,0.498
2025-09-01,DZ,Seeking information,masculine,0.502
2025-09-01,DZ,Self-expression,feminine,0.687
2025-09-01,DZ,Self-expression,masculine,0.313
2025-09-01,DZ,Writing,feminine,0.661
2025-09-01,DZ,Writing,masculine,0.339
2025-09-01,EC,Practical Guidance,feminine,0.565
2025-09-01,EC,Practical Guidance,masculine,0.435
2025-09-01,EC,Seeking information,feminine,0.515
2025-09-01,EC,Seeking information,masculine,0.485
2025-09-01,EC,Writing,feminine,0.570
2025-09-01,EC,Writing,masculine,0.430
2025-09-01,EG,Multimedia,feminine,0.437
2025-09-01,EG,Multimedia,masculine,0.563
2025-09-01,EG,Other/Unknown,feminine,0.407
2025-09-01,EG,Other/Unknown,masculine,0.593
2025-09-01,EG,Practical Guidance,feminine,0.515
2025-09-01,EG,Practical Guidance,masculine,0.485
2025-09-01,EG,Seeking information,feminine,0.424
2025-09-01,EG,Seeking information,masculine,0.576
2025-09-01,EG,Self-expression,feminine,0.610
2025-09-01,EG,Self-expression,masculine,0.390
2025-09-01,EG,Technical help,feminine,0.390
2025-09-01,EG,Technical help,masculine,0.610
2025-09-01,EG,Writing,feminine,0.527
2025-09-01,EG,Writing,masculine,0.473
2025-09-01,ES,Multimedia,feminine,0.521
2025-09-01,ES,Multimedia,masculine,0.479
2025-09-01,ES,Other/Unknown,feminine,0.565
2025-09-01,ES,Other/Unknown,masculine,0.435
2025-09-01,ES,Practical Guidance,feminine,0.518
2025-09-01,ES,Practical Guidance,masculine,0.482
2025-09-01,ES,Seeking information,feminine,0.468
2025-09-01,ES,Seeking information,masculine,0.532
2025-09-01,ES,Self-expression,feminine,0.668
2025-09-01,ES,Self-expression,masculine,0.332
2025-09-01,ES,Technical help,feminine,0.339
2025-09-01,ES,Technical help,masculine,0.661
2025-09-01,ES,Writing,feminine,0.563
2025-09-01,ES,Writing,masculine,0.437
2025-09-01,FI,Practical Guidance,feminine,0.541
2025-09-01,FI,Practical Guidance,masculine,0.459
2025-09-01,FI,Seeking information,feminine,0.402
2025-09-01,FI,Seeking information,masculine,0.598
2025-09-01,FI,Writing,feminine,0.597
2025-09-01,FI,Writing,masculine,0.403
2025-09-01,FR,Multimedia,feminine,0.495
2025-09-01,FR,Multimedia,masculine,0.505
2025-09-01,FR,Other/Unknown,feminine,0.467
2025-09-01,FR,Other/Unknown,masculine,0.533
2025-09-01,FR,Practical Guidance,feminine,0.560
2025-09-01,FR,Practical Guidance,masculine,0.440
2025-09-01,FR,Seeking information,feminine,0.469
2025-09-01,FR,Seeking information,masculine,0.531
2025-09-01,FR,Self-expression,feminine,0.630
2025-09-01,FR,Self-expression,masculine,0.370
2025-09-01,FR,Technical help,feminine,0.338
2025-09-01,FR,Technical help,masculine,0.662
2025-09-01,FR,Writing,feminine,0.599
2025-09-01,FR,Writing,masculine,0.401
2025-09-01,GB,Multimedia,feminine,0.466
2025-09-01,GB,Multimedia,masculine,0.534
2025-09-01,GB,Other/Unknown,feminine,0.486
2025-09-01,GB,Other/Unknown,masculine,0.514
2025-09-01,GB,Practical Guidance,feminine,0.481
2025-09-01,GB,Practical Guidance,masculine,0.519
2025-09-01,GB,Seeking information,feminine,0.421
2025-09-01,GB,Seeking information,masculine,0.579
2025-09-01,GB,Self-expression,feminine,0.574
2025-09-01,GB,Self-expression,masculine,0.426
2025-09-01,GB,Technical help,feminine,0.339
2025-09-01,GB,Technical help,masculine,0.661
2025-09-01,GB,Writing,feminine,0.582
2025-09-01,GB,Writing,masculine,0.418
2025-09-01,GH,Practical Guidance,feminine,0.544
2025-09-01,GH,Practical Guidance,masculine,0.456
2025-09-01,GH,Writing,feminine,0.363
2025-09-01,GH,Writing,masculine,0.637
2025-09-01,GR,Practical Guidance,feminine,0.533
2025-09-01,GR,Practical Guidance,masculine,0.467
2025-09-01,GR,Seeking information,feminine,0.441
2025-09-01,GR,Seeking information,masculine,0.559
2025-09-01,GR,Writing,feminine,0.546
2025-09-01,GR,Writing,masculine,0.454
2025-09-01,GT,Practical Guidance,feminine,0.490
2025-09-01,GT,Practical Guidance,masculine,0.510
2025-09-01,HR,Practical Guidance,feminine,0.554
2025-09-01,HR,Practical Guidance,masculine,0.446
2025-09-01,HU,Practical Guidance,feminine,0.522
2025-09-01,HU,Practical Guidance,masculine,0.478
2025-09-01,HU,Seeking information,feminine,0.402
2025-09-01,HU,Seeking information,masculine,0.598
2025-09-01,HU,Writing,feminine,0.639
2025-09-01,HU,Writing,masculine,0.361
2025-09-01,ID,Multimedia,feminine,0.552
2025-09-01,ID,Multimedia,masculine,0.448
2025-09-01,ID,Other/Unknown,feminine,0.546
2025-09-01,ID,Other/Unknown,masculine,0.454
2025-09-01,ID,Practical Guidance,feminine,0.590
2025-09-01,ID,Practical Guidance,masculine,0.410
2025-09-01,ID,Seeking information,feminine,0.510
2025-09-01,ID,Seeking information,masculine,0.490
2025-09-01,ID,Self-expression,feminine,0.617
2025-09-01,ID,Self-expression,masculine,0.383
2025-09-01,ID,Technical help,feminine,0.397
2025-09-01,ID,Technical help,masculine,0.603
2025-09-01,ID,Writing,feminine,0.636
2025-09-01,ID,Writing,masculine,0.364
2025-09-01,IE,Practical Guidance,feminine,0.529
2025-09-01,IE,Practical Guidance,masculine,0.471
2025-09-01,IE,Seeking information,feminine,0.383
2025-09-01,IE,Seeking information,masculine,0.617
2025-09-01,IE,Writing,feminine,0.577
2025-09-01,IE,Writing,masculine,0.423
2025-09-01,IL,Practical Guidance,feminine,0.517
2025-09-01,IL,Practical Guidance,masculine,0.483
2025-09-01,IL,Seeking information,feminine,0.308
2025-09-01,IL,Seeking information,masculine,0.692
2025-09-01,IL,Writing,feminine,0.543
2025-09-01,IL,Writing,masculine,0.457
2025-09-01,IN,Multimedia,feminine,0.391
2025-09-01,IN,Multimedia,masculine,0.609
2025-09-01,IN,Other/Unknown,feminine,0.393
2025-09-01,IN,Other/Unknown,masculine,0.607
2025-09-01,IN,Practical Guidance,feminine,0.440
2025-09-01,IN,Practical Guidance,masculine,0.560
2025-09-01,IN,Seeking information,feminine,0.374
2025-09-01,IN,Seeking information,masculine,0.626
2025-09-01,IN,Self-expression,feminine,0.534
2025-09-01,IN,Self-expression,masculine,0.466
2025-09-01,IN,Technical help,feminine,0.339
2025-09-01,IN,Technical help,masculine,0.661
2025-09-01,IN,Writing,feminine,0.449
2025-09-01,IN,Writing,masculine,0.551
2025-09-01,IQ,Practical Guidance,feminine,0.525
2025-09-01,IQ,Practical Guidance,masculine,0.475
2025-09-01,IQ,Seeking information,feminine,0.417
2025-09-01,IQ,Seeking information,masculine,0.583
2025-09-01,IT,Multimedia,feminine,0.545
2025-09-01,IT,Multimedia,masculine,0.455
2025-09-01,IT,Other/Unknown,feminine,0.507
2025-09-01,IT,Other/Unknown,masculine,0.493
2025-09-01,IT,Practical Guidance,feminine,0.554
2025-09-01,IT,Practical Guidance,masculine,0.446
2025-09-01,IT,Seeking information,feminine,0.490
2025-09-01,IT,Seeking information,masculine,0.510
2025-09-01,IT,Self-expression,feminine,0.628
2025-09-01,IT,Self-expression,masculine,0.372
2025-09-01,IT,Technical help,feminine,0.369
2025-09-01,IT,Technical help,masculine,0.631
2025-09-01,IT,Writing,feminine,0.618
2025-09-01,IT,Writing,masculine,0.382
2025-09-01,JO,Practical Guidance,feminine,0.589
2025-09-01,JO,Practical Guidance,masculine,0.411
2025-09-01,JO,Writing,feminine,0.646
2025-09-01,JO,Writing,masculine,0.354
2025-09-01,JP,Practical Guidance,feminine,0.428
2025-09-01,JP,Practical Guidance,masculine,0.572
2025-09-01,JP,Seeking information,feminine,0.391
2025-09-01,JP,Seeking information,masculine,0.609
2025-09-01,JP,Self-expression,feminine,0.553
2025-09-01,JP,Self-expression,masculine,0.447
2025-09-01,JP,Technical help,feminine,0.334
2025-09-01,JP,Technical help,masculine,0.666
2025-09-01,JP,Writing,feminine,0.486
2025-09-01,JP,Writing,masculine,0.514
2025-09-01,KE,Practical Guidance,feminine,0.472
2025-09-01,KE,Practical Guidance,masculine,0.528
2025-09-01,KE,Seeking information,feminine,0.476
2025-09-01,KE,Seeking information,masculine,0.524
2025-09-01,KE,Writing,feminine,0.504
2025-09-01,KE,Writing,masculine,0.496
2025-09-01,KR,Practical Guidance,feminine,0.550
2025-09-01,KR,Practical Guidance,masculine,0.450
2025-09-01,KR,Seeking information,feminine,0.567
2025-09-01,KR,Seeking information,masculine,0.433
2025-09-01,KR,Self-expression,feminine,0.637
2025-09-01,KR,Self-expression,masculine,0.363
2025-09-01,KR,Writing,feminine,0.602
2025-09-01,KR,Writing,masculine,0.398
2025-09-01,KZ,Practical Guidance,feminine,0.477
2025-09-01,KZ,Practical Guidance,masculine,0.523
2025-09-01,KZ,Seeking information,feminine,0.393
2025-09-01,KZ,Seeking information,masculine,0.607
2025-09-01,KZ,Self-expression,feminine,0.537
2025-09-01,KZ,Self-expression,masculine,0.463
2025-09-01,KZ,Writing,feminine,0.550
2025-09-01,KZ,Writing,masculine,0.450
2025-09-01,LB,Practical Guidance,feminine,0.599
2025-09-01,LB,Practical Guidance,masculine,0.401
2025-09-01,MA,Practical Guidance,feminine,0.533
2025-09-01,MA,Practical Guidance,masculine,0.467
2025-09-01,MA,Seeking information,feminine,0.429
2025-09-01,MA,Seeking information,masculine,0.571
2025-09-01,MA,Writing,feminine,0.510
2025-09-01,MA,Writing,masculine,0.490
2025-09-01,MX,Multimedia,feminine,0.518
2025-09-01,MX,Multimedia,masculine,0.482
2025-09-01,MX,Other/Unknown,feminine,0.506
2025-09-01,MX,Other/Unknown,masculine,0.494
2025-09-01,MX,Practical Guidance,feminine,0.499
2025-09-01,MX,Practical Guidance,masculine,0.501
2025-09-01,MX,Seeking information,feminine,0.445
2025-09-01,MX,Seeking information,masculine,0.555
2025-09-01,MX,Self-expression,feminine,0.643
2025-09-01,MX,Self-expression,masculine,0.357
2025-09-01,MX,Technical help,feminine,0.337
2025-09-01,MX,Technical help,masculine,0.663
2025-09-01,MX,Writing,feminine,0.557
2025-09-01,MX,Writing,masculine,0.443
2025-09-01,MY,Practical Guidance,feminine,0.533
2025-09-01,MY,Practical Guidance,masculine,0.467
2025-09-01,MY,Seeking information,feminine,0.371
2025-09-01,MY,Seeking information,masculine,0.629
2025-09-01,MY,Self-expression,feminine,0.579
2025-09-01,MY,Self-expression,masculine,0.421
2025-09-01,MY,Writing,feminine,0.596
2025-09-01,MY,Writing,masculine,0.404
2025-09-01,NG,Practical Guidance,feminine,0.448
2025-09-01,NG,Practical Guidance,masculine,0.552
2025-09-01,NG,Seeking information,feminine,0.405
2025-09-01,NG,Seeking information,masculine,0.595
2025-09-01,NG,Self-expression,feminine,0.442
2025-09-01,NG,Self-expression,masculine,0.558
2025-09-01,NG,Writing,feminine,0.358
2025-09-01,NG,Writing,masculine,0.642
2025-09-01,NL,Multimedia,feminine,0.375
2025-09-01,NL,Multimedia,masculine,0.625
2025-09-01,NL,Other/Unknown,feminine,0.445
2025-09-01,NL,Other/Unknown,masculine,0.555
2025-09-01,NL,Practical Guidance,feminine,0.485
2025-09-01,NL,Practical Guidance,masculine,0.515
2025-09-01,NL,Seeking information,feminine,0.398
2025-09-01,NL,Seeking information,masculine,0.602
2025-09-01,NL,Self-expression,feminine,0.647
2025-09-01,NL,Self-expression,masculine,0.353
2025-09-01,NL,Technical help,feminine,0.277
2025-09-01,NL,Technical help,masculine,0.723
2025-09-01,NL,Writing,feminine,0.506
2025-09-01,NL,Writing,masculine,0.494
2025-09-01,NO,Practical Guidance,feminine,0.545
2025-09-01,NO,Practical Guidance,masculine,0.455
2025-09-01,NO,Seeking information,feminine,0.448
2025-09-01,NO,Seeking information,masculine,0.552
2025-09-01,NO,Writing,feminine,0.544
2025-09-01,NO,Writing,masculine,0.456
2025-09-01,NP,Practical Guidance,feminine,0.422
2025-09-01,NP,Practical Guidance,masculine,0.578
2025-09-01,NZ,Practical Guidance,feminine,0.464
2025-09-01,NZ,Practical Guidance,masculine,0.536
2025-09-01,NZ,Writing,feminine,0.673
2025-09-01,NZ,Writing,masculine,0.327
2025-09-01,PE,Multimedia,feminine,0.535
2025-09-01,PE,Multimedia,masculine,0.465
2025-09-01,PE,Other/Unknown,feminine,0.563
2025-09-01,PE,Other/Unknown,masculine,0.437
2025-09-01,PE,Practical Guidance,feminine,0.527
2025-09-01,PE,Practical Guidance,masculine,0.473
2025-09-01,PE,Seeking information,feminine,0.497
2025-09-01,PE,Seeking information,masculine,0.503
2025-09-01,PE,Self-expression,feminine,0.688
2025-09-01,PE,Self-expression,masculine,0.312
2025-09-01,PE,Technical help,feminine,0.471
2025-09-01,PE,Technical help,masculine,0.529
2025-09-01,PE,Writing,feminine,0.599
2025-09-01,PE,Writing,masculine,0.401
2025-09-01,PH,Multimedia,feminine,0.560
2025-09-01,PH,Multimedia,masculine,0.440
2025-09-01,PH,Other/Unknown,feminine,0.522
2025-09-01,PH,Other/Unknown,masculine,0.478
2025-09-01,PH,Practical Guidance,feminine,0.571
2025-09-01,PH,Practical Guidance,masculine,0.429
2025-09-01,PH,Seeking information,feminine,0.479
2025-09-01,PH,Seeking information,masculine,0.521
2025-09-01,PH,Self-expression,feminine,0.457
2025-09-01,PH,Self-expression,masculine,0.543
2025-09-01,PH,Technical help,feminine,0.453
2025-09-01,PH,Technical help,masculine,0.547
2025-09-01,PH,Writing,feminine,0.624
2025-09-01,PH,Writing,masculine,0.376
2025-09-01,PK,Multimedia,feminine,0.241
2025-09-01,PK,Multimedia,masculine,0.759
2025-09-01,PK,Other/Unknown,feminine,0.359
2025-09-01,PK,Other/Unknown,masculine,0.641
2025-09-01,PK,Practical Guidance,feminine,0.431
2025-09-01,PK,Practical Guidance,masculine,0.569
2025-09-01,PK,Seeking information,feminine,0.356
2025-09-01,PK,Seeking information,masculine,0.644
2025-09-01,PK,Self-expression,feminine,0.465
2025-09-01,PK,Self-expression,masculine,0.535
2025-09-01,PK,Technical help,feminine,0.194
2025-09-01,PK,Technical help,masculine,0.806
2025-09-01,PK,Writing,feminine,0.409
2025-09-01,PK,Writing,masculine,0.591
2025-09-01,PL,Multimedia,feminine,0.583
2025-09-01,PL,Multimedia,masculine,0.417
2025-09-01,PL,Other/Unknown,feminine,0.501
2025-09-01,PL,Other/Unknown,masculine,0.499
2025-09-01,PL,Practical Guidance,feminine,0.556
2025-09-01,PL,Practical Guidance,masculine,0.444
2025-09-01,PL,Seeking information,feminine,0.511
2025-09-01,PL,Seeking information,masculine,0.489
2025-09-01,PL,Self-expression,feminine,0.639
2025-09-01,PL,Self-expression,masculine,0.361
2025-09-01,PL,Technical help,feminine,0.250
2025-09-01,PL,Technical help,masculine,0.750
2025-09-01,PL,Writing,feminine,0.629
2025-09-01,PL,Writing,masculine,0.371
2025-09-01,PT,Practical Guidance,feminine,0.548
2025-09-01,PT,Practical Guidance,masculine,0.452
2025-09-01,PT,Seeking information,feminine,0.522
2025-09-01,PT,Seeking information,masculine,0.478
2025-09-01,PT,Writing,feminine,0.591
2025-09-01,PT,Writing,masculine,0.409
2025-09-01,RO,Practical Guidance,feminine,0.613
2025-09-01,RO,Practical Guidance,masculine,0.387
2025-09-01,RO,Seeking information,feminine,0.499
2025-09-01,RO,Seeking information,masculine,0.501
2025-09-01,RO,Writing,feminine,0.676
2025-09-01,RO,Writing,masculine,0.324
2025-09-01,RS,Practical Guidance,feminine,0.559
2025-09-01,RS,Practical Guidance,masculine,0.441
2025-09-01,RS,Seeking information,feminine,0.545
2025-09-01,RS,Seeking information,masculine,0.455
2025-09-01,RS,Writing,feminine,0.744
2025-09-01,RS,Writing,masculine,0.256
2025-09-01,SA,Multimedia,feminine,0.404
2025-09-01,SA,Multimedia,masculine,0.596
2025-09-01,SA,Practical Guidance,feminine,0.496
2025-09-01,SA,Practical Guidance,masculine,0.504
2025-09-01,SA,Seeking information,feminine,0.422
2025-09-01,SA,Seeking information,masculine,0.578
2025-09-01,SA,Self-expression,feminine,0.534
2025-09-01,SA,Self-expression,masculine,0.466
2025-09-01,SA,Writing,feminine,0.421
2025-09-01,SA,Writing,masculine,0.579
2025-09-01,SE,Practical Guidance,feminine,0.536
2025-09-01,SE,Practical Guidance,masculine,0.464
2025-09-01,SE,Seeking information,feminine,0.418
2025-09-01,SE,Seeking information,masculine,0.582
2025-09-01,SE,Writing,feminine,0.528
2025-09-01,SE,Writing,masculine,0.472
2025-09-01,SG,Practical Guidance,feminine,0.405
